study_hrs,distraction_hrs,sleep_hrs,stress_level,source,is_productive
8.45,6.0,9.61,3,kaggle_20k,1
9.76,9.9,7.9,5,kaggle_20k,1
3.68,7.890000000000001,5.57,5,kaggle_20k,0
2.85,9.940000000000001,8.54,2,kaggle_20k,0
1.24,0.06,8.86,1,kaggle_20k,0
8.64,1.73,4.06,2,kaggle_20k,1
3.28,6.28,7.11,1,kaggle_20k,1
0.97,5.800000000000001,5.57,7,kaggle_20k,0
8.72,9.21,6.55,7,kaggle_20k,1
5.34,4.949999999999999,6.28,10,kaggle_20k,0
8.46,3.88,6.53,3,kaggle_20k,0
5.77,4.92,6.65,5,kaggle_20k,1
3.48,6.6899999999999995,3.48,9,kaggle_20k,0
1.73,8.77,4.24,3,kaggle_20k,0
4.65,6.65,6.96,4,kaggle_20k,1
0.75,6.83,9.55,6,kaggle_20k,0
6.22,1.23,8.23,1,kaggle_20k,1
4.56,6.51,4.67,5,kaggle_20k,0
1.84,3.73,5.53,1,kaggle_20k,0
5.54,7.57,5.35,4,kaggle_20k,1
8.11,7.51,8.39,10,kaggle_20k,1
9.76,4.9,9.81,1,kaggle_20k,1
5.51,5.94,5.49,6,kaggle_20k,0
1.73,11.95,3.1,8,kaggle_20k,0
8.2,1.36,9.56,9,kaggle_20k,1
7.11,4.449999999999999,8.27,7,kaggle_20k,1
9.56,7.4,8.84,8,kaggle_20k,1
5.58,10.75,4.46,7,kaggle_20k,0
3.89,6.01,7.52,2,kaggle_20k,0
9.65,5.81,4.63,4,kaggle_20k,1
5.62,2.9,3.08,5,kaggle_20k,0
0.65,8.809999999999999,4.1,7,kaggle_20k,0
5.0,4.62,9.46,5,kaggle_20k,1
0.52,9.059999999999999,4.51,3,kaggle_20k,0
7.51,6.65,7.1,4,kaggle_20k,1
5.88,11.33,9.78,1,kaggle_20k,1
1.54,11.22,3.53,7,kaggle_20k,0
8.22,7.1,8.66,1,kaggle_20k,1
5.6,5.39,7.18,2,kaggle_20k,1
1.58,5.36,5.26,4,kaggle_20k,0
2.02,2.2199999999999998,5.55,1,kaggle_20k,0
8.31,8.93,3.19,4,kaggle_20k,0
3.88,5.98,4.79,8,kaggle_20k,0
8.3,3.12,5.96,1,kaggle_20k,1
1.16,3.4699999999999998,8.02,5,kaggle_20k,0
2.82,6.710000000000001,4.92,10,kaggle_20k,0
7.76,9.74,7.06,2,kaggle_20k,1
6.6,6.71,8.12,8,kaggle_20k,1
3.41,12.14,7.89,5,kaggle_20k,0
9.39,3.09,7.13,9,kaggle_20k,1
2.51,2.51,7.06,3,kaggle_20k,0
8.57,6.0,8.05,6,kaggle_20k,1
7.11,4.84,5.35,7,kaggle_20k,0
1.65,1.8199999999999998,6.15,2,kaggle_20k,0
5.77,4.74,9.76,1,kaggle_20k,1
9.33,9.55,7.68,3,kaggle_20k,1
6.38,4.54,6.64,5,kaggle_20k,1
5.52,3.83,7.05,5,kaggle_20k,1
3.98,6.29,3.73,5,kaggle_20k,0
7.99,9.23,7.14,5,kaggle_20k,1
9.17,6.5,8.86,8,kaggle_20k,1
7.66,5.13,6.67,1,kaggle_20k,1
7.39,1.6600000000000001,4.24,3,kaggle_20k,1
2.33,6.529999999999999,6.14,1,kaggle_20k,0
8.42,9.7,4.95,10,kaggle_20k,1
0.89,11.54,5.52,4,kaggle_20k,0
7.69,11.76,4.58,3,kaggle_20k,0
2.5,12.45,5.34,8,kaggle_20k,0
5.13,8.1,8.75,7,kaggle_20k,1
7.1,5.87,8.3,9,kaggle_20k,1
7.71,8.75,6.43,8,kaggle_20k,0
8.94,5.01,8.48,5,kaggle_20k,1
3.18,7.77,9.83,7,kaggle_20k,1
2.63,6.15,5.84,9,kaggle_20k,0
9.96,7.84,9.86,2,kaggle_20k,1
2.47,3.79,4.72,5,kaggle_20k,0
6.82,3.9299999999999997,9.68,5,kaggle_20k,1
9.55,7.9,9.05,8,kaggle_20k,1
9.02,7.93,4.39,8,kaggle_20k,1
4.71,4.56,5.45,8,kaggle_20k,1
6.56,2.8499999999999996,7.96,3,kaggle_20k,1
5.53,6.07,4.34,2,kaggle_20k,1
3.79,10.17,7.13,9,kaggle_20k,1
1.87,8.91,6.74,8,kaggle_20k,0
8.13,3.74,5.04,6,kaggle_20k,1
1.36,11.33,5.1,9,kaggle_20k,0
6.29,9.32,6.61,1,kaggle_20k,1
6.15,11.41,5.1,7,kaggle_20k,0
3.68,4.79,4.26,10,kaggle_20k,0
1.79,1.01,8.41,3,kaggle_20k,0
8.1,4.2,7.07,9,kaggle_20k,1
4.89,4.92,6.06,9,kaggle_20k,0
7.39,7.41,4.27,6,kaggle_20k,0
0.66,8.1,7.16,1,kaggle_20k,0
1.21,6.5600000000000005,7.4,6,kaggle_20k,0
2.17,7.95,6.36,10,kaggle_20k,0
1.58,6.01,5.61,9,kaggle_20k,0
2.32,1.27,9.07,8,kaggle_20k,0
7.02,6.8100000000000005,7.93,1,kaggle_20k,1
0.95,5.41,5.49,3,kaggle_20k,0
0.86,8.23,7.15,7,kaggle_20k,0
0.8,6.25,4.64,4,kaggle_20k,0
7.13,8.4,3.08,8,kaggle_20k,1
5.59,3.44,9.08,7,kaggle_20k,1
4.02,8.46,8.73,2,kaggle_20k,1
6.92,6.14,7.48,10,kaggle_20k,0
5.76,11.530000000000001,8.68,5,kaggle_20k,0
0.57,6.99,8.47,10,kaggle_20k,0
8.47,10.02,9.02,8,kaggle_20k,1
3.83,7.640000000000001,9.24,1,kaggle_20k,1
4.3,2.62,8.73,3,kaggle_20k,1
7.93,5.58,8.96,3,kaggle_20k,1
2.28,7.44,6.51,7,kaggle_20k,0
0.6,2.3899999999999997,7.96,8,kaggle_20k,0
9.13,4.5,5.33,10,kaggle_20k,1
5.3,4.91,9.03,4,kaggle_20k,1
3.82,11.98,9.01,3,kaggle_20k,1
8.28,8.87,3.46,5,kaggle_20k,0
0.75,7.75,5.43,9,kaggle_20k,0
2.42,4.7700000000000005,4.2,2,kaggle_20k,0
1.98,2.53,3.95,6,kaggle_20k,0
7.51,5.720000000000001,5.9,8,kaggle_20k,1
3.46,11.07,7.38,3,kaggle_20k,1
7.84,7.930000000000001,5.41,6,kaggle_20k,1
0.89,11.24,5.16,8,kaggle_20k,0
6.28,8.52,3.66,9,kaggle_20k,1
3.52,5.41,5.68,4,kaggle_20k,1
2.28,6.51,6.3,4,kaggle_20k,0
8.26,5.52,5.79,2,kaggle_20k,1
4.42,5.86,7.76,3,kaggle_20k,1
5.93,3.17,5.02,4,kaggle_20k,0
0.81,11.33,8.01,2,kaggle_20k,0
8.02,5.67,9.18,7,kaggle_20k,1
3.23,4.28,7.14,5,kaggle_20k,0
7.09,5.16,5.72,10,kaggle_20k,0
7.72,5.08,4.26,9,kaggle_20k,0
1.61,6.01,9.53,2,kaggle_20k,0
3.31,6.1,8.26,7,kaggle_20k,1
7.37,6.53,4.73,4,kaggle_20k,1
2.71,10.65,4.05,10,kaggle_20k,0
8.56,4.5,3.35,6,kaggle_20k,1
3.46,5.550000000000001,4.33,8,kaggle_20k,0
4.32,5.5,8.13,2,kaggle_20k,0
1.45,5.369999999999999,7.41,6,kaggle_20k,0
1.9,2.0,9.77,10,kaggle_20k,0
3.12,11.350000000000001,5.25,3,kaggle_20k,0
0.96,7.1499999999999995,8.51,6,kaggle_20k,0
2.33,8.67,3.84,7,kaggle_20k,0
4.38,8.32,6.94,7,kaggle_20k,1
4.11,9.37,6.27,9,kaggle_20k,0
2.39,8.120000000000001,8.87,3,kaggle_20k,0
1.26,10.690000000000001,7.91,1,kaggle_20k,0
3.52,3.03,4.36,3,kaggle_20k,0
7.58,5.42,9.89,1,kaggle_20k,1
5.35,10.559999999999999,8.76,6,kaggle_20k,1
9.49,4.42,5.48,8,kaggle_20k,1
1.83,13.52,8.78,2,kaggle_20k,0
2.47,9.620000000000001,9.7,4,kaggle_20k,1
3.16,7.57,9.23,1,kaggle_20k,1
0.62,8.89,6.89,1,kaggle_20k,1
9.46,8.76,7.04,7,kaggle_20k,1
4.73,5.28,3.75,2,kaggle_20k,0
5.08,6.45,4.15,8,kaggle_20k,0
2.0,7.52,9.88,9,kaggle_20k,0
8.79,4.18,8.39,9,kaggle_20k,1
7.08,8.66,3.18,9,kaggle_20k,0
4.6,3.0100000000000002,6.83,7,kaggle_20k,0
8.84,8.32,5.42,10,kaggle_20k,1
9.1,4.18,5.18,1,kaggle_20k,1
0.97,8.07,6.9,4,kaggle_20k,0
1.63,6.21,5.24,5,kaggle_20k,0
0.76,7.569999999999999,4.76,1,kaggle_20k,0
6.03,8.66,9.56,2,kaggle_20k,1
2.57,5.53,3.28,9,kaggle_20k,0
8.53,7.4399999999999995,6.05,6,kaggle_20k,1
4.93,6.88,6.58,3,kaggle_20k,0
8.46,4.5,6.08,8,kaggle_20k,1
5.78,7.22,7.6,5,kaggle_20k,1
8.06,5.65,3.18,9,kaggle_20k,0
4.03,11.42,9.19,6,kaggle_20k,1
9.48,10.32,6.5,3,kaggle_20k,1
6.84,4.92,6.88,10,kaggle_20k,0
6.16,7.25,6.24,5,kaggle_20k,0
3.85,7.050000000000001,6.11,7,kaggle_20k,1
9.4,9.02,4.31,9,kaggle_20k,1
3.71,8.52,6.53,6,kaggle_20k,0
8.44,13.219999999999999,5.95,10,kaggle_20k,1
4.34,8.18,6.28,5,kaggle_20k,0
7.79,4.03,3.1,9,kaggle_20k,0
9.16,3.57,3.92,1,kaggle_20k,1
4.92,10.73,8.34,1,kaggle_20k,0
5.5,11.73,5.93,10,kaggle_20k,0
3.64,2.49,8.2,5,kaggle_20k,1
1.02,7.18,4.2,9,kaggle_20k,0
6.7,4.12,7.89,8,kaggle_20k,1
1.64,6.1899999999999995,5.02,5,kaggle_20k,0
3.86,8.3,7.94,10,kaggle_20k,1
3.82,9.4,3.61,9,kaggle_20k,0
1.93,5.54,5.34,10,kaggle_20k,0
6.83,7.33,3.84,9,kaggle_20k,1
2.16,10.09,7.41,5,kaggle_20k,0
7.89,12.809999999999999,5.75,9,kaggle_20k,1
2.87,6.48,3.52,10,kaggle_20k,0
3.23,4.6899999999999995,6.68,2,kaggle_20k,0
3.77,9.9,3.17,9,kaggle_20k,0
1.95,8.88,8.73,4,kaggle_20k,0
4.63,1.81,9.57,2,kaggle_20k,1
1.26,10.719999999999999,8.67,2,kaggle_20k,1
4.56,9.469999999999999,9.66,1,kaggle_20k,1
3.73,10.530000000000001,9.28,3,kaggle_20k,1
3.71,10.370000000000001,9.26,9,kaggle_20k,0
6.78,10.8,4.72,1,kaggle_20k,1
7.81,9.34,4.62,3,kaggle_20k,1
3.88,5.11,8.67,4,kaggle_20k,1
2.99,10.68,6.44,5,kaggle_20k,0
5.2,3.56,9.6,3,kaggle_20k,1
7.98,6.6899999999999995,9.28,5,kaggle_20k,1
6.62,9.7,9.25,9,kaggle_20k,1
0.86,6.49,5.28,3,kaggle_20k,0
5.06,8.21,3.93,7,kaggle_20k,0
9.91,10.559999999999999,7.75,5,kaggle_20k,1
3.85,7.709999999999999,6.08,3,kaggle_20k,0
4.69,11.27,9.54,9,kaggle_20k,1
3.23,8.04,8.98,2,kaggle_20k,0
5.23,10.58,9.5,6,kaggle_20k,1
2.03,8.2,6.98,4,kaggle_20k,0
2.85,7.77,6.68,1,kaggle_20k,0
7.26,9.91,8.93,7,kaggle_20k,0
1.81,8.379999999999999,6.58,8,kaggle_20k,0
9.3,4.38,9.3,4,kaggle_20k,1
3.43,9.11,3.24,4,kaggle_20k,0
5.96,7.5,5.51,3,kaggle_20k,0
3.56,9.18,8.84,5,kaggle_20k,1
5.04,9.5,4.47,8,kaggle_20k,0
9.09,9.58,5.79,3,kaggle_20k,1
1.15,4.95,3.07,1,kaggle_20k,0
8.64,6.99,5.11,6,kaggle_20k,1
5.8,2.4699999999999998,5.23,8,kaggle_20k,1
6.82,11.14,8.13,6,kaggle_20k,1
1.03,4.11,7.74,9,kaggle_20k,0
7.73,7.68,6.11,5,kaggle_20k,0
1.71,7.84,8.1,3,kaggle_20k,0
9.67,12.19,6.0,6,kaggle_20k,1
8.09,7.07,6.04,10,kaggle_20k,1
5.18,6.04,7.52,3,kaggle_20k,0
9.28,5.640000000000001,8.06,8,kaggle_20k,1
2.11,4.41,8.93,7,kaggle_20k,0
9.92,10.51,8.26,9,kaggle_20k,1
7.31,1.8399999999999999,7.69,6,kaggle_20k,1
1.43,6.14,6.93,9,kaggle_20k,0
5.6,3.44,5.16,5,kaggle_20k,0
7.25,4.93,4.83,8,kaggle_20k,1
6.32,5.029999999999999,8.9,3,kaggle_20k,1
4.53,10.84,8.02,7,kaggle_20k,0
2.86,11.030000000000001,7.66,5,kaggle_20k,0
2.76,5.890000000000001,4.81,4,kaggle_20k,0
9.31,13.08,9.79,6,kaggle_20k,1
2.73,10.629999999999999,3.57,10,kaggle_20k,0
9.64,5.34,8.87,8,kaggle_20k,1
2.5,4.56,4.48,4,kaggle_20k,0
4.15,2.98,5.75,7,kaggle_20k,0
0.62,5.14,6.0,3,kaggle_20k,0
9.08,2.56,7.64,8,kaggle_20k,1
1.49,9.5,6.83,5,kaggle_20k,0
3.89,6.18,4.3,4,kaggle_20k,0
8.5,3.06,3.21,9,kaggle_20k,0
8.02,4.03,8.02,10,kaggle_20k,1
8.49,7.390000000000001,6.53,9,kaggle_20k,1
9.18,8.629999999999999,5.53,1,kaggle_20k,1
9.16,8.23,4.99,3,kaggle_20k,1
7.82,5.64,8.76,2,kaggle_20k,1
6.03,4.3,8.57,7,kaggle_20k,1
5.83,8.5,8.78,4,kaggle_20k,1
0.62,9.68,4.53,4,kaggle_20k,0
7.36,6.93,8.96,1,kaggle_20k,1
2.65,2.25,9.9,4,kaggle_20k,0
8.37,8.01,7.19,7,kaggle_20k,1
5.76,2.24,3.33,3,kaggle_20k,0
9.88,4.1499999999999995,7.92,1,kaggle_20k,1
2.5,9.26,6.77,1,kaggle_20k,0
7.37,6.48,7.98,6,kaggle_20k,1
5.7,6.49,4.32,5,kaggle_20k,1
9.35,7.32,7.24,3,kaggle_20k,1
3.03,4.98,6.77,1,kaggle_20k,0
1.06,9.96,7.22,1,kaggle_20k,0
5.67,2.76,8.09,3,kaggle_20k,1
5.46,5.97,6.81,8,kaggle_20k,1
3.46,8.45,5.25,1,kaggle_20k,0
9.87,2.16,5.16,9,kaggle_20k,1
1.16,7.65,7.87,1,kaggle_20k,0
5.91,4.14,7.65,8,kaggle_20k,0
2.97,12.35,5.95,6,kaggle_20k,0
0.52,10.08,5.47,4,kaggle_20k,0
9.88,8.66,7.34,10,kaggle_20k,1
5.08,3.15,5.19,10,kaggle_20k,0
8.64,5.0,9.74,4,kaggle_20k,1
8.48,1.46,7.18,8,kaggle_20k,1
8.22,5.91,7.14,2,kaggle_20k,1
4.86,5.050000000000001,3.95,9,kaggle_20k,0
9.01,2.6599999999999997,7.27,4,kaggle_20k,1
3.99,4.609999999999999,5.06,3,kaggle_20k,0
4.38,7.77,6.16,1,kaggle_20k,1
2.93,9.43,6.77,5,kaggle_20k,0
4.76,2.88,6.35,10,kaggle_20k,0
9.87,1.76,8.67,9,kaggle_20k,1
5.95,12.120000000000001,3.7,3,kaggle_20k,1
8.4,6.7700000000000005,4.17,5,kaggle_20k,0
3.0,2.63,4.1,10,kaggle_20k,0
9.58,4.07,8.72,5,kaggle_20k,1
0.63,11.59,3.83,6,kaggle_20k,0
9.34,7.09,9.8,1,kaggle_20k,1
9.03,9.48,9.78,1,kaggle_20k,1
1.14,5.96,9.94,1,kaggle_20k,1
6.25,11.08,9.86,5,kaggle_20k,1
7.96,10.73,4.04,5,kaggle_20k,1
4.34,10.23,7.6,1,kaggle_20k,1
1.37,8.66,5.8,4,kaggle_20k,0
8.38,5.25,8.12,9,kaggle_20k,1
4.93,1.07,5.84,9,kaggle_20k,0
3.0,5.98,5.68,1,kaggle_20k,0
1.17,4.26,9.33,2,kaggle_20k,0
6.58,11.940000000000001,6.46,10,kaggle_20k,1
0.9,1.9900000000000002,8.18,2,kaggle_20k,1
8.02,4.28,7.55,3,kaggle_20k,1
7.82,12.510000000000002,7.6,7,kaggle_20k,1
3.57,10.73,5.44,2,kaggle_20k,0
4.99,6.86,4.77,5,kaggle_20k,1
6.86,6.92,9.2,8,kaggle_20k,1
9.61,2.31,3.17,2,kaggle_20k,1
5.44,3.87,4.21,4,kaggle_20k,0
9.97,9.43,3.93,4,kaggle_20k,1
3.59,5.02,9.65,1,kaggle_20k,0
5.5,11.91,3.04,9,kaggle_20k,0
1.6,5.609999999999999,3.06,1,kaggle_20k,0
5.79,2.46,4.59,2,kaggle_20k,1
5.59,8.18,4.95,5,kaggle_20k,1
8.56,11.7,6.92,1,kaggle_20k,1
9.97,9.23,9.73,2,kaggle_20k,1
9.87,9.04,6.26,3,kaggle_20k,1
2.74,4.39,5.02,2,kaggle_20k,0
3.72,5.98,8.72,10,kaggle_20k,0
3.11,11.5,5.7,8,kaggle_20k,0
2.4,3.81,3.99,5,kaggle_20k,0
1.93,2.91,8.56,2,kaggle_20k,0
5.36,8.23,3.02,1,kaggle_20k,0
8.79,7.609999999999999,4.44,6,kaggle_20k,1
6.1,11.83,7.45,2,kaggle_20k,1
8.79,9.83,3.72,1,kaggle_20k,1
9.62,6.2299999999999995,4.79,9,kaggle_20k,1
4.14,8.32,5.75,8,kaggle_20k,0
8.44,4.25,5.77,10,kaggle_20k,1
1.0,7.790000000000001,9.81,3,kaggle_20k,0
5.07,4.22,7.73,3,kaggle_20k,1
4.0,9.18,3.26,9,kaggle_20k,0
2.45,2.2600000000000002,4.55,5,kaggle_20k,0
4.66,1.53,7.32,10,kaggle_20k,0
4.72,7.52,7.99,8,kaggle_20k,1
8.18,2.26,5.66,10,kaggle_20k,0
8.75,7.57,9.0,7,kaggle_20k,1
6.74,12.24,9.6,2,kaggle_20k,1
6.52,2.78,7.3,5,kaggle_20k,0
1.55,1.24,6.94,9,kaggle_20k,0
5.96,6.92,8.26,8,kaggle_20k,0
3.11,6.83,8.47,6,kaggle_20k,1
3.3,7.069999999999999,4.51,7,kaggle_20k,0
1.4,9.54,6.38,5,kaggle_20k,0
6.54,4.8,6.13,9,kaggle_20k,0
6.05,6.0600000000000005,9.59,7,kaggle_20k,1
2.59,10.56,3.78,10,kaggle_20k,0
3.0,1.37,9.6,7,kaggle_20k,1
7.84,6.16,7.01,2,kaggle_20k,1
8.03,3.57,5.02,5,kaggle_20k,1
5.18,7.51,9.09,6,kaggle_20k,1
1.92,7.42,3.35,7,kaggle_20k,0
1.03,4.05,5.23,10,kaggle_20k,0
3.08,8.17,8.27,1,kaggle_20k,0
7.45,8.03,8.79,4,kaggle_20k,1
6.21,4.5,4.17,6,kaggle_20k,0
7.32,1.7,9.59,10,kaggle_20k,1
4.98,9.42,3.38,5,kaggle_20k,1
7.67,2.91,6.03,3,kaggle_20k,0
5.07,5.6899999999999995,3.68,6,kaggle_20k,0
1.3,6.1,3.68,5,kaggle_20k,0
1.26,4.36,9.4,2,kaggle_20k,0
8.4,13.309999999999999,9.33,7,kaggle_20k,1
6.48,9.62,7.31,3,kaggle_20k,1
3.15,4.01,9.76,8,kaggle_20k,1
7.69,11.879999999999999,6.44,5,kaggle_20k,1
1.79,6.41,8.48,8,kaggle_20k,0
6.63,7.08,3.68,8,kaggle_20k,0
9.9,6.91,5.77,10,kaggle_20k,1
1.93,4.0,6.61,7,kaggle_20k,0
1.85,4.22,8.45,8,kaggle_20k,0
4.94,3.68,5.34,3,kaggle_20k,1
6.61,3.72,9.86,10,kaggle_20k,0
0.75,11.58,8.14,6,kaggle_20k,0
5.25,5.7,6.73,1,kaggle_20k,1
1.29,10.07,5.32,4,kaggle_20k,0
2.79,8.99,7.49,3,kaggle_20k,0
7.27,3.46,7.71,5,kaggle_20k,1
7.52,5.36,7.75,6,kaggle_20k,1
7.43,7.28,7.1,9,kaggle_20k,1
1.12,8.23,5.8,4,kaggle_20k,0
7.97,6.109999999999999,8.72,5,kaggle_20k,1
4.61,8.5,4.81,1,kaggle_20k,1
5.02,10.74,7.38,6,kaggle_20k,0
4.49,3.17,6.3,1,kaggle_20k,1
8.64,10.219999999999999,9.25,1,kaggle_20k,1
6.96,5.68,7.13,2,kaggle_20k,0
5.25,6.85,8.99,8,kaggle_20k,1
8.43,7.76,9.67,5,kaggle_20k,1
8.15,1.68,3.89,1,kaggle_20k,1
0.55,7.6,6.89,9,kaggle_20k,0
5.05,6.97,9.19,10,kaggle_20k,0
0.9,8.27,9.1,7,kaggle_20k,0
3.42,12.36,4.37,5,kaggle_20k,0
8.14,8.99,6.37,2,kaggle_20k,1
9.47,6.05,4.56,6,kaggle_20k,1
2.8,8.08,9.28,4,kaggle_20k,1
0.7,10.32,3.02,5,kaggle_20k,0
4.32,6.71,4.53,10,kaggle_20k,0
3.68,2.73,5.86,7,kaggle_20k,0
6.93,6.51,4.55,7,kaggle_20k,0
5.2,4.5600000000000005,9.82,3,kaggle_20k,1
4.29,10.969999999999999,4.71,2,kaggle_20k,1
2.68,8.7,5.54,3,kaggle_20k,0
8.37,4.81,4.22,2,kaggle_20k,0
2.86,4.24,9.49,5,kaggle_20k,1
1.02,6.8500000000000005,5.88,4,kaggle_20k,0
5.86,4.86,4.83,5,kaggle_20k,0
3.51,8.09,4.72,9,kaggle_20k,0
7.27,12.27,7.1,3,kaggle_20k,1
1.27,1.39,9.84,5,kaggle_20k,0
9.68,6.449999999999999,9.82,3,kaggle_20k,1
2.28,8.16,9.87,8,kaggle_20k,1
3.89,1.1099999999999999,5.71,6,kaggle_20k,1
5.07,5.47,9.4,9,kaggle_20k,1
8.96,5.08,6.11,7,kaggle_20k,1
7.36,11.25,6.57,5,kaggle_20k,1
1.88,7.4,6.64,3,kaggle_20k,0
4.67,5.16,3.45,9,kaggle_20k,0
5.66,5.02,4.24,2,kaggle_20k,1
7.17,5.33,9.2,5,kaggle_20k,0
5.93,12.33,9.27,8,kaggle_20k,1
4.84,6.56,4.41,4,kaggle_20k,0
7.77,3.81,5.12,7,kaggle_20k,0
4.09,12.42,8.81,9,kaggle_20k,0
9.88,2.3600000000000003,4.43,3,kaggle_20k,1
9.5,7.2299999999999995,9.17,8,kaggle_20k,1
7.22,3.97,8.76,3,kaggle_20k,1
8.88,5.21,8.65,6,kaggle_20k,1
4.24,6.47,9.24,1,kaggle_20k,1
6.02,3.44,9.21,1,kaggle_20k,1
3.09,5.9799999999999995,9.42,3,kaggle_20k,1
8.91,5.2700000000000005,9.16,6,kaggle_20k,1
4.97,3.27,7.25,8,kaggle_20k,0
5.59,8.5,4.1,10,kaggle_20k,0
8.71,8.88,7.26,2,kaggle_20k,1
8.07,7.94,9.6,6,kaggle_20k,1
3.56,11.82,9.77,9,kaggle_20k,1
1.33,7.83,8.1,8,kaggle_20k,0
2.04,7.65,7.86,1,kaggle_20k,0
3.72,7.949999999999999,9.57,6,kaggle_20k,0
3.4,4.17,5.04,8,kaggle_20k,0
0.86,4.760000000000001,4.06,5,kaggle_20k,0
4.6,5.95,5.03,7,kaggle_20k,1
1.51,1.93,9.64,1,kaggle_20k,0
2.6,5.41,4.49,6,kaggle_20k,0
7.98,7.72,4.57,3,kaggle_20k,0
5.2,4.970000000000001,4.35,5,kaggle_20k,0
4.04,5.99,6.39,8,kaggle_20k,0
2.26,12.399999999999999,8.57,8,kaggle_20k,0
8.73,6.27,5.67,1,kaggle_20k,1
9.09,3.08,3.7,10,kaggle_20k,0
5.43,7.85,8.18,2,kaggle_20k,1
9.25,6.93,7.27,7,kaggle_20k,1
4.92,3.34,6.35,4,kaggle_20k,0
1.52,10.89,9.75,1,kaggle_20k,1
0.66,5.16,6.29,4,kaggle_20k,0
1.72,6.61,8.13,10,kaggle_20k,0
6.42,12.52,4.11,4,kaggle_20k,1
3.55,5.75,5.92,5,kaggle_20k,0
6.66,2.33,4.49,9,kaggle_20k,0
5.33,4.84,5.44,2,kaggle_20k,0
3.66,6.130000000000001,6.36,9,kaggle_20k,0
2.58,5.38,4.22,3,kaggle_20k,0
1.27,10.32,8.62,6,kaggle_20k,0
7.93,8.28,5.63,8,kaggle_20k,1
8.28,4.2,9.28,4,kaggle_20k,1
5.64,6.41,7.72,6,kaggle_20k,1
1.99,10.59,4.24,10,kaggle_20k,0
3.0,7.87,7.49,10,kaggle_20k,0
9.57,4.39,3.16,4,kaggle_20k,1
2.65,10.42,8.65,7,kaggle_20k,0
1.04,6.29,9.82,6,kaggle_20k,0
5.73,6.960000000000001,7.74,9,kaggle_20k,0
2.99,3.46,9.49,10,kaggle_20k,0
9.6,9.75,5.06,3,kaggle_20k,1
5.96,7.02,5.97,3,kaggle_20k,1
9.68,8.5,5.97,3,kaggle_20k,1
7.96,2.21,3.78,1,kaggle_20k,1
7.37,13.5,8.58,5,kaggle_20k,1
8.39,2.9799999999999995,6.47,8,kaggle_20k,1
6.25,9.03,6.43,5,kaggle_20k,1
0.61,3.29,7.68,8,kaggle_20k,0
4.23,6.22,4.2,2,kaggle_20k,1
2.58,4.56,8.67,10,kaggle_20k,0
4.63,6.12,5.56,4,kaggle_20k,0
4.97,10.78,3.56,10,kaggle_20k,0
1.71,7.5,4.33,3,kaggle_20k,0
0.72,2.36,4.77,8,kaggle_20k,0
1.81,11.12,4.25,6,kaggle_20k,0
8.65,9.04,4.7,3,kaggle_20k,0
7.68,8.27,9.97,3,kaggle_20k,1
8.09,11.55,6.76,3,kaggle_20k,1
3.12,7.8100000000000005,7.22,8,kaggle_20k,0
2.74,9.89,4.16,4,kaggle_20k,0
0.86,3.9800000000000004,3.31,6,kaggle_20k,0
4.99,5.180000000000001,5.17,5,kaggle_20k,0
4.13,6.67,8.39,8,kaggle_20k,1
8.44,5.77,6.91,5,kaggle_20k,0
6.98,3.9099999999999997,3.08,1,kaggle_20k,0
1.87,6.03,8.52,10,kaggle_20k,0
9.88,8.23,3.73,8,kaggle_20k,1
7.82,10.06,6.08,5,kaggle_20k,1
7.34,6.6899999999999995,10.0,9,kaggle_20k,1
2.56,7.75,3.85,8,kaggle_20k,0
9.1,3.48,8.71,1,kaggle_20k,1
5.0,8.52,8.59,7,kaggle_20k,1
3.33,5.84,6.12,4,kaggle_20k,0
6.72,6.92,9.92,10,kaggle_20k,1
2.51,10.64,5.16,6,kaggle_20k,0
9.12,9.34,5.21,6,kaggle_20k,1
8.62,12.11,4.07,6,kaggle_20k,1
4.92,9.1,5.59,2,kaggle_20k,1
2.31,4.04,5.07,10,kaggle_20k,0
5.22,4.0,7.23,3,kaggle_20k,0
1.92,7.22,3.29,6,kaggle_20k,0
3.06,11.15,5.17,8,kaggle_20k,0
5.09,3.62,3.03,8,kaggle_20k,0
0.7,2.58,3.04,3,kaggle_20k,0
7.77,11.49,8.74,7,kaggle_20k,1
2.37,4.65,8.25,5,kaggle_20k,0
8.73,6.03,8.21,7,kaggle_20k,1
0.71,0.88,5.48,9,kaggle_20k,0
5.56,3.69,7.89,5,kaggle_20k,1
7.88,5.3500000000000005,4.8,7,kaggle_20k,1
2.76,8.45,5.17,7,kaggle_20k,0
7.22,9.61,6.94,7,kaggle_20k,1
7.35,6.47,7.9,3,kaggle_20k,1
6.56,4.41,4.86,9,kaggle_20k,0
3.96,1.57,7.75,4,kaggle_20k,0
7.96,11.24,9.74,2,kaggle_20k,1
6.47,8.15,6.46,10,kaggle_20k,1
6.11,6.58,5.85,9,kaggle_20k,0
8.28,4.470000000000001,4.63,8,kaggle_20k,1
2.82,4.75,5.49,1,kaggle_20k,0
2.71,7.98,6.7,10,kaggle_20k,0
4.17,9.08,9.61,3,kaggle_20k,1
1.19,0.99,4.83,1,kaggle_20k,0
3.71,7.1,4.62,4,kaggle_20k,1
4.36,9.030000000000001,9.72,9,kaggle_20k,0
5.2,6.0,7.24,3,kaggle_20k,0
